0.41488473	0.14011347	0.43956187	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.99235314	0.00000000	0.00000000	0.00000000
0.21415039	0.57803340	0.00000000	0.00000000	0.00000000	0.00000000	0.20271749
0.13869930	0.04899202	0.00000000	0.49819614	0.00000000	0.00000000	0.31017404
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.16004416	0.06485250	0.50937961	0.00000000	0.00836080	0.25323929	0.00000000
0.41169324	0.08637750	0.00000000	0.13543542	0.25003405	0.00000000	0.11245968
0.00000000	0.00000000	0.40770289	0.12995610	0.45734077	0.00000000	0.00000000
0.00000000	0.00000000	0.35108762	0.14244912	0.50212914	0.00000000	0.00000000
0.00000000	0.00000000	0.62839316	0.12591885	0.24088662	0.00000000	0.00000000
0.26286625	0.03718971	0.07098891	0.14932128	0.32860373	0.00000000	0.14762643
0.00000000	0.00000000	0.34975751	0.00000000	0.01578161	0.38458506	0.24181644
0.00000000	0.00000000	0.41748487	0.00000000	0.01604405	0.52563444	0.03579895
0.14940435	0.06762442	0.02457852	0.01794899	0.04635443	0.26776012	0.42111215
0.00000000	0.00000000	0.42734080	0.00000000	0.00835812	0.35479455	0.20247722
0.12641811	0.01306345	0.00000000	0.00000000	0.00000000	0.05044116	0.79998480
0.04514924	0.00000001	0.24279851	0.00000000	0.00240070	0.15777550	0.53692493
0.04461751	0.04153997	0.00992288	0.02139341	0.01803954	0.00000000	0.86061608
0.03365662	0.02652326	0.00000000	0.05813739	0.05004028	0.05057883	0.77792255
0.00000000	0.00532647	0.00000000	0.00000000	0.00000000	0.98238769	0.00000000
0.00000000	0.00000000	0.97820514	0.00000000	0.00000000	0.00000000	0.00000000
0.04478648	0.09934730	0.00000000	0.05964836	0.04905748	0.00000000	0.74362410
0.07067678	0.28856168	0.04302626	0.09426027	0.10256282	0.08223492	0.30844415
0.18756720	0.36088877	0.06056790	0.00000000	0.00524171	0.37291540	0.00680335
0.00000000	0.00000000	0.00000000	0.30591387	0.68913248	0.00000000	0.00000000
0.00000000	0.00000000	0.03174750	0.31831084	0.59579675	0.05018592	0.00000000
0.00000000	0.00000000	0.99128018	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.55629105	0.00000000	0.01665277	0.42309096	0.00000000
0.91865338	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07430041
0.03710428	0.10936666	0.00000000	0.24933131	0.46972986	0.00000000	0.11606228
0.17201825	0.44091238	0.00000000	0.00000000	0.00000000	0.33817806	0.04568102
0.16029839	0.48817014	0.00000000	0.00000000	0.00000000	0.16400604	0.18355900
0.00000000	0.03555350	0.11784322	0.00000000	0.00694022	0.64275555	0.18478924
0.29220613	0.00000092	0.00000000	0.06306484	0.22498965	0.29614329	0.11915312
0.00000000	0.00000000	0.27423937	0.17768802	0.40136970	0.14337443	0.00000000
0.09648658	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.89742919
0.56719669	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.42416229
0.46205445	0.00000000	0.00000000	0.06091275	0.19484122	0.00000000	0.27593659
0.00000000	0.00000000	0.00000000	0.00000000	0.00845214	0.34757987	0.63053254
0.06433522	0.02677483	0.63139514	0.00000000	0.00477542	0.03574421	0.22480321
0.24339739	0.00000000	0.08738080	0.00000000	0.01533491	0.51606937	0.13105766
0.24203635	0.00000000	0.00000000	0.10293896	0.18069917	0.46983349	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00820525	0.76755639	0.20019169
0.00000000	0.14971927	0.00000000	0.20955857	0.27819028	0.32076659	0.03490793
0.00000000	0.00000000	0.00000000	0.41333728	0.57123823	0.00000000	0.00000000
0.14922930	0.45574849	0.38142613	0.00000000	0.00000000	0.00000000	0.01035441
0.00000000	0.12135519	0.00000000	0.00000000	0.00502743	0.40766333	0.45504236
0.00000000	0.00249675	0.00000000	0.00000000	0.00000000	0.98798166	0.00000000
0.00000000	0.00067295	0.00000000	0.56160767	0.00000000	0.43348372	0.00000000
0.00000000	0.00142897	0.00000000	0.00000000	0.00000000	0.98967771	0.00000000
0.00000000	0.00000000	0.00000000	0.36597186	0.58857676	0.04149040	0.00000000
0.00460179	0.00000000	0.00346481	0.00000000	0.02639626	0.95743380	0.00000000
0.00000000	0.00000000	0.04673191	0.24439395	0.39233053	0.31384880	0.00000000
0.41339999	0.00000000	0.17046637	0.12407016	0.28812640	0.00000000	0.00000000
0.01090898	0.00000000	0.00000000	0.02736176	0.12753815	0.82439047	0.00000000
0.52736177	0.00000000	0.00000000	0.00000000	0.01101414	0.45602569	0.00000000
0.00000000	0.00000000	0.00000000	0.28452478	0.71007471	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.01993299	0.10988539	0.78580761	0.05612317
0.06210104	0.00000000	0.14977212	0.11574456	0.51665200	0.03442943	0.11428961
0.21660473	0.09101653	0.68777435	0.00000000	0.00000000	0.00000000	0.00000000
0.47645820	0.11962363	0.00000000	0.00000000	0.00520387	0.39497765	0.00000000
0.00000000	0.00000000	0.99363926	0.00000000	0.00000000	0.00000000	0.00000000
0.72020834	0.27391997	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.12369411	0.00000000	0.05129441	0.12098600	0.21210728	0.48769030	0.00000000
0.05260896	0.08097961	0.49203874	0.02753294	0.00000000	0.34341078	0.00000000
0.31529388	0.13654300	0.38851473	0.00000000	0.00105492	0.15593476	0.00000000
0.00000000	0.00000000	0.00004154	0.25506470	0.41618908	0.32550628	0.00000000
0.26538533	0.16820364	0.00000000	0.24430347	0.31940127	0.00000000	0.00000000
0.04051867	0.03623209	0.28827565	0.15827768	0.22203145	0.25156819	0.00000000
0.00000000	0.00000000	0.43937444	0.55486348	0.00000000	0.00000000	0.00000000
0.00000000	0.82552358	0.00000000	0.00000000	0.00019103	0.00000000	0.16811680
0.00000000	0.00000000	0.00000000	0.99274467	0.00000000	0.00000000	0.00000000
0.71226980	0.14181808	0.00000000	0.00000000	0.00000000	0.10525048	0.03349325
0.17277230	0.10907296	0.00000000	0.27174253	0.44329036	0.00000000	0.00000000
0.00000000	0.00000000	0.56397077	0.00000000	0.00000000	0.43231915	0.00000000
0.00000000	0.00000000	0.00000000	0.28789893	0.42014353	0.28901318	0.00000000
0.35818107	0.24326263	0.10580091	0.28957994	0.00000000	0.00000000	0.00000000
0.27160478	0.17312219	0.00000000	0.35431794	0.00000000	0.19795308	0.00000000
0.00543830	0.00000000	0.00000000	0.88537842	0.00000000	0.10307634	0.00000000
0.00254360	0.00000000	0.00363318	0.00000000	0.02569257	0.95830537	0.00000000
0.00488366	0.00000000	0.00000000	0.74470165	0.00000000	0.24524136	0.00000000
0.05171904	0.03272100	0.17282655	0.44410958	0.00000000	0.29505702	0.00000000
0.24522975	0.12871346	0.41925026	0.06427871	0.09388480	0.04520544	0.00000007
0.00000000	0.00000000	0.00000000	0.91321889	0.00000000	0.00000000	0.00000000
0.00040741	0.00000000	0.00336771	0.00000000	0.00000000	0.98806978	0.00000000
0.21972842	0.18155451	0.59499857	0.00000000	0.00000000	0.00000000	0.00000000
0.05259020	0.00099849	0.00000000	0.00000000	0.00000000	0.00000000	0.94233842
0.03666819	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.95907277
0.02876285	0.00000000	0.00000000	0.00000000	0.00001976	0.09131632	0.87713146
0.06787389	0.08165808	0.00000000	0.00000000	0.00000000	0.00000000	0.84666991
0.00000000	0.00085517	0.00000000	0.00000000	0.00000000	0.99060763	0.00000000
0.00000000	0.00000000	0.00000000	0.99264041	0.00000000	0.00000000	0.00000000
0.31212771	0.66168358	0.00000000	0.00000000	0.00000000	0.00000000	0.02140975
0.19389645	0.40586987	0.00000000	0.39722941	0.00000000	0.00000000	0.00000006
0.20365424	0.44398148	0.00000000	0.00000000	0.00000000	0.34916727	0.00000335
0.00000000	0.00000000	0.00000000	0.99333189	0.00000000	0.00000000	0.00000000
0.04454525	0.46476498	0.00000000	0.00000000	0.00000000	0.00000000	0.48079180
0.00000000	0.00199795	0.00000000	0.00000000	0.00000000	0.98922354	0.00000000
0.00000000	0.00000000	0.00000000	0.46654963	0.51684349	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.98090201	0.00000000	0.00000000	0.00000000
0.23674068	0.39983036	0.00000000	0.00000000	0.00000000	0.36009942	0.00000000
0.00000000	0.00000000	0.19441337	0.38047242	0.00000000	0.42133856	0.00000000
0.00000000	0.52964974	0.00000000	0.00000000	0.00254270	0.26514102	0.19797203
0.00000000	0.00000000	0.00000000	0.59201627	0.00000000	0.38315476	0.01816345
0.29695543	0.64166148	0.00000000	0.00000000	0.00000000	0.00000000	0.05670820
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.59006183	0.40048472
0.00000000	0.00000000	0.00000000	0.95181351	0.00000000	0.04101143	0.00000000
0.00000000	0.00000000	0.00000000	0.99319858	0.00000000	0.00000000	0.00000000
0.35088971	0.44129163	0.00000000	0.19802245	0.00000000	0.00581689	0.00000000
0.27324648	0.34030416	0.00000000	0.38305479	0.00000000	0.00000000	0.00000000
0.00000000	0.53516741	0.00000000	0.16258941	0.05630475	0.06553221	0.17637037
0.00000000	0.00107526	0.00000000	0.56900004	0.00000000	0.40992142	0.01291983
0.11287458	0.07427550	0.14811983	0.25176427	0.00000000	0.40951927	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.68173690	0.29768614
0.10267496	0.15678271	0.00000000	0.00000000	0.00000000	0.41296941	0.32342394
0.00000000	0.00000000	0.99017869	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.99083448	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00155937	0.00000000	0.08290439	0.00000000	0.90513126	0.00000000
0.00000000	0.00000000	0.00000000	0.14908053	0.83918304	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.14762390	0.84007583	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.15502118	0.83344914	0.00000000	0.00000000
0.20755714	0.00000000	0.00000000	0.13690762	0.48842698	0.00000000	0.16051261
0.04595397	0.00000000	0.11673800	0.19338935	0.42144194	0.21875437	0.00000000
0.07855372	0.14851175	0.00000000	0.00000000	0.01448943	0.65654402	0.08620010
0.00000000	0.00000000	0.00000000	0.39124934	0.59135459	0.00000000	0.00000000
0.00000000	0.00000000	0.95027272	0.00000000	0.00000000	0.00000000	0.00000000
0.00732399	0.00000000	0.00000000	0.04866194	0.15215319	0.78447663	0.00000000
0.00000000	0.00000000	0.00000000	0.98955712	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.56172581	0.00000000	0.01582237	0.41850128	0.00000000
0.00000000	0.00000000	0.00000000	0.32341630	0.67230572	0.00000000	0.00000000
0.27494609	0.08136077	0.19722261	0.09505557	0.22694849	0.12019221	0.00000000
0.46012815	0.00000000	0.09399629	0.00000000	0.01077068	0.38285922	0.04460195
0.00000000	0.00000000	0.27970063	0.00000000	0.01306126	0.69267370	0.00000000
