TF	M1	M2	M3	M4	M5	M6	M7
LMO2	-1.5948276071075425	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.8632092784562662	1.9366630880846716	-1.386932043643891
LMX1A	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.1009979933624705	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
LYL1	-1.6169531538284387	-1.5849481079737007	-0.8790711068269464	-1.2484659620808498	-1.9860930652996192	1.3570601665941129	-1.386932043637784
MAF	0.3204752377612659	-0.4407917623860577	-1.5208410151355243	-0.7964568264519535	-1.9860930652996192	-1.4927894693524473	-0.05478581603191266
MAFB	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	0.14776259844380796	1.0044798586421215	-1.4927894693524473	-1.386932043643891
MAFF	-0.7437478753232888	0.13170830725495442	-0.503126261048309	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.4434382931046025
MAFG	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	1.7089294929542709	-0.9768578068912988
MAFK	-0.9525466488806743	-0.4369555817065235	-1.0688518557219782	0.08987616159186536	-1.9860930652996192	-1.4927894693524473	-0.8071693088084908
MAX	-1.6169531538284387	-1.5849481079737007	0.2378814394343609	-1.121146582826747	-1.2758059283727379	-0.44604835818547883	-1.386932043643891
MEF2A	-1.2903768481156896	0.24178617772420535	-1.1082841584452021	-1.1222490063906383	-1.808621145802607	-1.4927894693524473	0.34402441682169754
MEF2C	-1.6169531538284387	-1.5849481079737007	-0.1517115400294123	-1.2484659620808498	-1.9596255212406932	0.10833058050445397	-0.8527126496889719
MEF2D	-1.3097853033714277	0.32200209461168083	-0.8416143162929255	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	0.2592263719873053
MEIS1	1.0240040061586204	1.2125035450060695	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.3862039001870852
MEIS2	0.10916226445706716	0.21487598864068058	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-0.2376705994664928	-1.386932043643891
MEIS3	-0.0573576333550894	0.037161185516558407	-1.5208410151355243	0.15628091050970153	-1.9860930652996192	-1.4927894693524473	-1.3869320436434018
MEOX1	-1.6169531538284387	-1.5849481079737007	1.7859065886572647	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
MGA	-1.6169531538284387	-1.5849481079736705	-1.5208410151355243	2.0841316147927347	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
MITF	0.6937245545748859	-0.6166893553726852	-1.5208410151355243	-1.2484659620808498	-1.9471770752117012	-0.1206626464297937	-1.3285826049245593
MLX	-0.2190191801001269	-1.1202497931812998	-1.5208410151355243	-0.5919432171708414	0.26001480001687394	-1.4927894693524473	-1.251096602578218
MLXIP	-0.0018537348108138491	-1.5849468763884285	-1.5208410151355243	-1.1642932724954602	-1.2930908995600559	0.21493534760973648	-1.0833861195489811
MLXIPL	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.7879321993994108	1.880288176802825	-1.386932043643891
MNT	0.6901876006858392	-1.5849324093535722	-0.689942236090508	-1.1528467063730845	-1.4293931421623198	-1.4927894693524473	-0.4941404517422705
MNX1	-1.6169531538284387	-1.5559240299601813	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	2.001782719225032	-1.3869313749997052
MSC	-0.9700537049755109	-1.056807546591933	1.0862690807353148	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
MSX1	-0.7602137175866371	1.1096915048306055	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-0.29456110871416336	-1.386932043643891
MTF1	-0.362434388079479	0.5918943620287405	-1.4701539104886772	-0.9961944304764058	-1.399272038844827	-1.190719277921501	-1.070953090498594
MXD1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.7756492644976387	1.7657366083428847	-1.2456986314672152
MXD4	0.7217863594462419	-1.5817664443575812	-0.21366992853606695	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.5436089911891875
MXI1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.6885750974476796	0.9294163689153708	-0.5590527385508113	-1.386932043643891
MYB	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	2.040562788068638	-1.386932043643891
MYBL1	1.3051051903122652	0.9509264343287559	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.3869320436335983
MYBL2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.31971126981087944	0.10883144773138573	-0.37209472590595927	-1.386932043643891
MYC	-1.6169531538284387	-1.5849481079737007	0.03012219317661848	-1.1117001134604882	-1.6307424746338222	0.01823584988331535	-1.3869320436328512
MYCN	-1.1744636734661285	-1.5849481079737007	-1.5208410151355243	-0.3519102524568232	0.1036709166072951	-1.4927894693524473	-0.3443508543668466
MZF1	-1.5864098758952292	-1.5849481079737007	-1.5121114883084728	-1.014440682450245	-1.160392090938419	1.1982119083222953	-1.386932043643891
NANOG	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.110609004123814	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
NEUROG2	-1.6169531538284387	-1.5849481079737007	1.800080369512318	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
NFAT5	-0.6824328117700831	2.08826309907855	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.802617330064137
NFATC1	-1.6169531538284387	-1.5849481079737007	0.22152555843370333	-1.2484659620808498	-1.958438879020515	0.05991208790745054	-1.2524117812689741
NFATC2	-0.7819654633450998	2.2942524264961266	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.8980373072061311
NFATC3	-0.9914145364482734	1.222595585917617	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.045094796007827
NFATC4	-0.6864467309629606	2.1158434129887045	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.8222471108874612
NFE2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	1.0199039683063242	-0.15288019951134144
NFE2L1	-1.082322660385251	-0.5507688441623372	-0.8639037778063643	-1.2484659620808498	-1.9860930652996192	0.31429173219059453	-1.386932043643891
NFE2L2	0.30351101451081697	-1.2052800843443312	-1.5208410151355243	-1.2484659620808498	-1.977219175966019	-0.503071651667637	-0.03758983311792962
NFE2L3	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
NFIA	-0.9613769723978939	-1.117435400027205	-1.5164439127817992	-1.2484659620808498	-1.8477583686636443	1.2194981844741786	-1.386932043643891
NFIB	-1.6169531538284387	-1.5849481079737007	-0.9363778445928354	-0.20722715711866188	0.48752169261674355	-1.3778785943749345	-1.386932043643891
NFIC	1.4420882978508194	0.8247248973174838	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.3869320435933044
NFIL3	-1.6169531538284387	1.4225643934614012	-1.5208410151355243	-1.2484659620808498	-1.9781270245609643	-0.9549738086700095	-0.181956666031386
NFIX	0.8184540540163596	0.3803010180625656	-0.867793009400982	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.3869320436437
NFKB1	0.2494116034959781	-1.0537874835055328	0.07120230221479189	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.9955310794409361
NFKB2	-1.6169531538284387	-1.5849481079737007	0.3985149148404779	-0.936417845041838	-0.34841228981746264	-1.4927894693524473	-1.386932043643891
NFYA	-0.3676062766194474	-0.9767542256026275	-1.5208410151355243	-0.6637900433282671	-0.36861777544280944	-0.8784551912586733	-1.386932043643891
NFYB	0.2639886373847739	-0.5989943720222866	-1.3880855237486136	-0.7065736454539785	-0.5614887891196255	-1.4927894693524473	-1.386932043643891
NPAS2	2.013360031047679	-1.5838212903928783	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	0.15803124405799077
NR1D1	1.7955507942850408	0.4780226343260694	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.3869320436438848
NR1H2	-1.6169531538284387	-1.5849481079737007	0.30994836791569746	-1.2484659620808498	-1.923293240248483	0.05967636197380216	-1.386932043643891
NR1H3	-0.19248985055063378	-0.38486130472985497	-1.5208410151355243	-0.6791533006512267	-0.6086365614389289	-1.200063174035017	-1.3869320436159673
NR2C2	-1.3024686310948053	-1.5849481079737007	-1.5208410151355243	-0.5206651810943439	-0.12889426576789492	-0.19352282275006374	-1.386932043643891
NR2F1	2.0674975487818408	0.23985965999346465	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
NR2F2	0.757049152175647	-0.49480875082302556	-1.5208410151355243	-1.2484659620808498	-1.9503250084386647	-0.19113657011893712	-1.386932043643891
NR2F6	-1.436630347253358	-1.5849481079737007	-1.5208410151355243	-0.4061330755057633	0.15601965002547308	-0.42582988304909486	-1.386932043643891
NR3C1	-0.49243925589712634	-0.8443030246977764	-0.06444054501739575	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.4025449908433287
NR3C2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.1111885630367615	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
NR4A1	-1.6169531538284387	-1.5849481079737007	1.7450801470698623	-1.2484659620808498	-1.9733062329395301	-1.4927894693524473	-1.386932043643891
NR4A2	-1.6169531538284387	-1.5849481079737007	-0.351624041836056	-0.5359358607064989	0.2432827629691662	-1.4927894693524473	-1.386932043643891
NR5A2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	0.07373560631954784	1.1134474518661892	-1.4927894693524473	-1.386932043643891
NR6A1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.8073715562074288	0.35610498718347045	-1.386932043643891
NRF1	1.587244338441382	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9313327032849406	0.006214224599995414	-1.386932043643891
NRL	0.14677361847399784	-0.05517136006148027	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-0.20463171318882584	-1.2313875167883013
ONECUT2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.30616961781600044	-0.04161833747102152	-0.4581561390831269	-1.196035078480635
OSR2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
OTX2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.1096216343479246	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
PATZ1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.2982333068841951	1.2877438180599101	-1.216919025421714	-1.386932043643891
PAX3	-1.6169531538284387	2.094740025818428	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.0769494595995945
PAX5	-1.6169531538284387	-1.5849481079737007	1.7897572632943821	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
PAX6	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
PAX8	0.45868706515009144	-0.7956942367573088	0.09067168977736383	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.3848176185709882
PBX1	-0.3378913183798736	-0.4209527409664153	-1.5208410151355243	-0.44221327178042014	-0.37918933405574073	-1.4927894693524473	-1.386932043643891
PBX2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	0.08306375924038174	1.0995363947504668	-1.4927894693524473	-1.386932043643891
PBX3	-0.05632060868437771	-0.14443594257298278	-0.9211149967253197	-0.8540394815115202	-1.200371861498583	-1.4927894693524473	-1.386932043643891
PITX1	0.04448292184316244	1.6125249343212555	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.176457247714393	-1.3454281404526964
PITX2	0.20411511637571064	1.9803114524983363	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.3868427791494244
PKNOX1	-0.40935754045601036	-0.36684525353326375	-1.5208410151355243	-0.5551590497999198	-0.7076795298287472	-1.1363006523307462	-1.3869320436438908
PLAG1	-1.4041892932174402	-1.4246744713280732	-1.5208410151355243	-0.4948397552647242	1.2983991426494772	-1.4927894693524473	-1.1788580605345875
PLAGL1	1.9428394777633884	-1.5849481079737007	-0.5256350803698004	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.0946784081875156
POU2F1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.3038320598088674	-1.9860930652996192	1.0497983822708865	-1.386932043643891
POU2F2	-1.6169531538284387	-1.5849481079737007	1.7385042115956673	-1.2484659620808498	-1.9860930652996192	-1.4181260794301	-1.386932043643891
POU2F3	-1.6169531538284387	-1.5849481079737007	1.8080935084702863	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
POU3F1	-1.6169531538284387	-1.5849481079737007	1.8082688806290177	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
POU3F4	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.109070841945391	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
POU4F1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
POU5F1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	0.8138148330010536	-0.12279486453604027	-1.4927894693524473	-1.386932043643891
POU6F1	-1.6169531538284387	1.5810104244695247	-1.5208410151355243	-1.2484659620808498	-1.976052917224257	-0.4100762433379239	-0.9859423216571971
POU6F2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.2050848653573186	-1.9860930652996192	0.7514312692696642	-1.1861717923124657
PPARA	-0.09004598644364085	-0.6603809724648506	0.3216841710482844	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
PPARD	0.18029099556709366	-0.5785960155329927	-0.2618960706078836	-1.12261445134374	-1.597217437737966	-1.4927894693524473	-1.3869320436066295
PPARG	0.40010438548143834	-0.41449583034604925	-0.11887915447567107	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.38693201839599
PRDM1	-1.3960195739558363	-1.1488714071357558	-1.5208410151355243	-1.2484659620808498	-1.984380742285163	-0.9356673452302721	1.7678990397943444
PRDM14	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.2788907303434628	1.5919606658324752	-1.4927894693524473	-1.386932043643891
PRRX1	-0.6328446717075132	1.0155186530100244	-0.966247600319134	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.6622369301564056
PRRX2	-0.38630606686425	1.3036032359960934	-1.205479483918816	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.7791033330910754
RARA	-0.13219231549611746	-0.6290545763024331	-1.5208410151355243	-0.636683157560571	-0.06844813957108731	-1.4927894693524473	-1.386932043643891
RARB	1.6986092688807657	0.5788240487822283	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
RARG	-0.010036771259758838	-0.6416389647083328	-1.3342007652071255	-0.6337495784883436	-0.45552545508020675	-1.4927894693524473	-1.386932043643891
REL	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.4225541491456433	0.2842440141215653	-0.3951964461045435	-1.386932043643891
RELA	0.07288032677813061	-0.9533971124679196	-0.7385473003164746	-1.2484659620808498	-1.9535613620159833	-0.5284491158799378	-1.093007035725621
REST	-0.3512722432987275	-0.9348404658297288	-0.9446224377467543	-0.5876756778526616	-0.5282941276114254	-1.4927894693524473	-1.386932043643891
RFX1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.5808827340807071	0.4786270938605792	-0.36366958628966783	-1.386932043643887
RFX2	1.051321835301001	-0.8160986792434326	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.1456172280916577	-0.16830855277294243
RFX3	-1.6169531538284387	-1.5849481079737007	-0.15832129074663784	-0.6986224256219635	0.1892839181996498	-1.4927894693524473	-1.386932043643891
RFX4	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.20134007640835727	1.514783285705135	-1.4927894693524473	-1.386932043643891
RFX5	-1.616953106777554	-1.4549655593253246	0.010037757650697256	-0.49039149708587454	-0.49340446856301884	-1.4927894693524473	-1.386932043643891
RFX7	-0.863810287156261	-0.8883452517484411	-1.5208410151355243	-0.23835711568254378	-0.18731122648026416	-1.1954782758888551	-1.3869320436438834
RORA	-0.5851135908380521	-0.9821958656692817	-0.6769036999100447	-0.6541832420804605	-0.5780627234479258	-1.4927894693524473	-1.3869320435349355
RREB1	-0.6562248443460176	-1.5849481079737007	-1.0736852529294623	-1.075523971640843	-1.1041716943427924	-0.40757849078789954	-0.6872839569394961
RUNX1	-0.14114372469545997	-0.3191355083379306	-1.5208410151355243	-1.2484659620808498	-1.968815649967649	-0.09585717351709344	-0.9421864920256803
RUNX2	-0.0055593371638211425	-0.09702884349741024	-1.5208410151355243	-1.2484659620808498	-1.9709611166273966	-0.19757873229390896	-1.104129843246421
RUNX3	-1.6169531538284387	-1.5849481079737007	1.795786041649255	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
RXRA	0.6390255035575153	-0.06116170961879924	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.026736825901735758
RXRB	0.2973505796620239	-0.3315061674423546	-0.9122907623736828	-1.2484659620808498	-1.9860930652996192	-1.4789798836557146	-0.3489249178350732
SHOX2	-0.496782099141928	1.3855639997988618	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.3526024620097479
SIX1	0.040559658022008116	0.3099157986819786	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	0.10879815063323205
SIX2	0.11575079168981699	0.5451038086653285	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.1430919267232072
SIX3	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	0.29568898991307874	0.7490425029970635	-1.4927894693524473	-1.386932043643891
SIX4	0.10274672022100557	0.5242202028679709	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.1157043551470347
SMAD2	-0.6417175138702064	-0.9790987246636575	-1.2658199228416962	-0.5664936745852843	-0.35027865993859386	-1.0879971044988694	-1.386932043643891
SMAD3	0.05140796503480359	-0.6382368975093792	-0.22843673519608587	-1.2484659620808498	-1.985669665690758	-0.9993916099856649	-1.386932043643891
SMAD4	0.2788982626952392	-0.34982157675629194	-0.4339591855541145	-1.2484659620808498	-1.9860930269303272	-1.1216042447197008	-1.386932043643891
SNAI2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
SOX11	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.1032313552316304	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
SOX12	-0.9299461433451779	-0.20872461952682367	-1.5208410151355243	0.4569336865141337	-1.9860930652996192	-1.096535343313869	-1.386932043643891
SOX13	-1.6169531538284387	-1.2560109564521658	-1.5208410151355243	1.9007055617539437	-1.9860930652996192	-1.4927894693524473	-1.38693204364309
SOX18	-1.6169531538284387	-1.5849481079737007	1.8041290273845982	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
SOX21	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.1064560247133834	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
SOX3	-1.6169531538284387	-0.24804690059279128	-1.5208410151355243	1.1065969784452654	-1.9860930652996192	-1.4927894693524473	-1.2772561175009778
SOX4	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.1091897767594796	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
SOX5	-1.6169531538284387	-1.5849481079737007	0.26782790433537984	-1.1019357981409292	-1.9860930652996192	-0.000336830591006934	-1.386932043643891
SOX6	-1.6169531538284387	-1.4771754772692371	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	1.9674470270363036	-1.386932043643891
SOX8	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.1082603126899584	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
SOX9	-1.6169531538284387	-1.5849481079737007	1.8031308048842578	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
SP1	0.676425748000643	-0.8587440560520679	-1.5208410151355243	-1.0535133301817623	-1.4401707374427566	-0.45366287525105686	-1.386932043643891
SP2	-1.1254191619960308	-1.5849481079737007	-1.5208410151355243	-0.4514072534465141	0.03844055399587684	-0.4914789999383017	-1.386932043643891
SP3	-0.5265809517449807	-1.2151725320546938	-1.4518411570369338	-0.696676681816406	-0.6055490015438407	-0.4866052523329884	-1.386932043643891
SP4	-1.6169531538284387	-1.5849481079737007	-0.6407893269046043	-0.6076305097760777	-0.42391706906734716	-0.6316437997254952	-1.386932043643891
SPI1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	2.0419974557275946	-1.386932043643891
SPIB	-1.6169531538284387	-1.5849481079737007	1.7989692555183237	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
SREBF1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.7606968885565922	0.8555180717025225	-0.43810085639067053	-1.386932043643891
SREBF2	-1.6169531538284387	-1.5849481079737007	-0.870081156225959	-1.050815740129158	-0.6122169123447411	0.18090747955753644	-1.3869320436438903
SRF	-0.8555246709441577	-1.5849481079737007	-1.5208410151355243	-0.559260448243108	0.29915047721142524	-0.7293424849583412	-1.386932043643891
STAT1	-0.740731358533109	0.49707836012290557	-0.5845088736390048	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-0.6520196480159741
STAT2	-1.0069416527890487	0.27787788088547904	-1.3607562914728861	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	0.7196492332666934
STAT3	-0.7751788226549517	0.08724814945567094	-0.3212677948413702	-1.2484659620808498	-1.9860567382130365	-1.0003650363443573	-1.2433526427825543
STAT4	-0.5455379191884312	0.5135889102116239	-0.30518778276261804	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.1838885610702172
STAT5A	-1.6169531538284387	-1.4453500113179747	-0.09496165136091536	-1.2484659620808498	-1.9623758738698607	0.14443661899101765	-1.073790511655644
STAT5B	-1.6169531538284387	-0.8929969750419452	-1.5109242956425477	-1.2484659620808498	-1.9313146570848627	0.9131708633609045	-0.6757745047984551
STAT6	-0.8651468889786432	0.5582561875012508	-1.5208410151355243	-1.2484659620808498	-1.969344655600026	-0.7874637861540691	-0.2748615794508255
TAL1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	1.702790404503711	-0.9910218907662653
TBP	0.5685249721548747	-0.4369228689910918	-1.5208410151355243	-1.2484659620808498	-1.9612003031726097	-0.1035139019750389	-1.386932043643891
TBX1	-1.6169531538284387	-1.58268471252546	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	2.038089736652317	-1.386932043643891
TBX15	0.9207064990663103	1.3095876284975134	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TBX18	-0.058300432312964647	0.2959787299038317	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-0.1878924096615289	-1.386932043643891
TBX19	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TBX2	1.006687977195739	1.22749104829706	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TBX3	1.067483099491797	1.172625282096673	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TBX5	1.1373723200409884	1.1091785182837037	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.3869320431950614
TCF12	0.16773677140803228	-0.34666305949179593	-1.5208410151355243	-0.1944238662110906	-1.9860930652996192	-1.005212558139953	-1.386931966276099
TCF21	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	0.05685053487236661	1.135824489807846	-1.4927894693524473	-1.386932043643891
TCF3	-0.6177649848120699	-0.90926818889908	-1.5208410151355243	-0.2304250919568652	-0.05254661160636887	-1.4366650268935666	-1.386932017351063
TCF4	0.2616729554293462	-0.3370037029712193	-1.5208410151355243	0.13179952531329567	-1.9860930652996192	-1.4927894693524473	-1.2912168695804855
TCF7	-1.6169531538284387	-1.5849481079737007	0.8828889382933917	-0.3165352587749846	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TCF7L1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.0792096370010227	-1.9860930652996192	-1.4927894693524473	-1.373788893953191
TCF7L2	-1.6169531538284387	-0.8669838417422844	-1.5208410151355243	0.12515385399675405	-1.9860930652996192	-1.4927894693524473	0.6036017343010323
TCFL5	-0.68906505022063	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.8195787429971275	1.3419335250375848	-1.386932043643891
TEAD1	0.6870980271496294	0.5124396676149555	-1.5208410151355243	-0.9865250080476939	-1.9860930652996192	-1.4927894621455546	-0.8818877573381135
TEAD2	-0.9121517908444606	-0.9584483270822005	-1.5208410151355243	1.2955594576414309	-1.9860930652996192	-1.4927894693524473	-1.3869320436438908
TEAD3	0.3345655109487772	0.1348845375274361	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-0.32598657503003065	-1.386863743623048
TEAD4	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.1111642632414136	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TEF	-0.7463075249318069	0.6514605938059878	-1.5208410151355243	-0.4191144210294438	-1.9860930652996192	-0.8808646472394246	-1.369722432219986
TFAP2A	-0.22804871268824464	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.3451026233750614	1.6807023679558306
TFAP2C	-1.2387420817122885	-1.5849481079737007	0.4901033414032684	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	0.032450854520835744
TFAP2E	1.37348986535983	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9409325477964092	0.14449020612349503	-1.3867970045806914
TFAP4	-0.10456833850461265	-0.6918586269260906	-1.5208410151355243	-0.5431607639989038	-0.17180725478603265	-1.4927894693524473	-1.386932043643891
TFCP2	0.03692244041751735	-0.8344828868400598	-1.5208410151355243	-0.5055096254250381	-0.21729069570823203	-1.4927894693524473	-1.386932043643891
TFCP2L1	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.3690190036468699	1.721749780759424	-1.4927894693524473	-1.386932043643891
TFE3	-0.6386904698997752	-1.1206343586649716	-1.5208410151355243	-0.4428485857617958	0.5705740444172762	-1.4927894693524473	-1.386932043643891
TFEB	0.3206020611038902	-0.5182226307471312	-0.002892753414735587	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TGIF1	-1.6169531538284387	-1.5673325798010567	-1.5208410151355243	-1.2484659620808498	-1.8753726422279096	1.9427807905742058	-1.386932043643891
THAP1	1.9232272817319815	0.08204907134788512	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.3016760250071842	-1.386932043643891
